id,doc,frame,minority,linguistic_minority,religious_minority,social_class_minority,sexual_orientation_minority,ethnic_minority,national_minority,other_minority,disabled_minority,age_numerical,income,citizenship,education,political_left_right,exp_housing_discrim,city_district,city_neighborhood,prof_situation,fear_forced_out,seen_landlord_pressure,changes_in_community,seen_renovations,neighborhood_connection,respect_rules,neighbhorhood_crime,env_pollution_impact,climate_concern,age,city,country,preframe_densifproj_acceptance,postframe_densifproj_acceptance,densifproj_on_rent,densifproj_on_social,politics,politics_w_extremes,gender_Female,gender_Male,gender_Non-binary,gender_Prefer not to say,Group.1,imce_RentContr,imce_InclZon,imce_Partic,imce_nonProf,imce_dens,imce_mixUse,imce_ClimNeutr
R_2YhaQDp0TLOWMts,I am for rent control ,neighborhood,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,1.0,US Born,Higher technical examination,5.0,No,West and Near West Side,Near West Side,Not working (retired),-2,-2,-2,0,2,-2,-2,10.0,1,5,Chicago,United States,-1,0,0,0,conservative,conservative,1,0,0,0,R_2YhaQDp0TLOWMts,0.0,0.283639423928997,-0.0505561962093028,-0.431773975282457,-0.546136335402424,-0.539997172096965,-0.230514171804714
R_zcXlZRBKdtfM7hD,I don't like change,neighborhood,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,10.0,US Born,Master's degree,2.0,No,Far North Side,Rogers Park,Employed (full-time),-1,-1,-1,1,2,-2,1,8.0,1,5,Chicago,United States,-2,-3,1,0,liberal,liberal,0,1,0,0,R_zcXlZRBKdtfM7hD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2xDhhXIS0vAYHN0,I would not like any business there.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,6.0,US Born,Bachelor's degree,4.0,No,South Side,Hyde Park,Not working (other reason),-1,0,0,-1,-1,-1,0,7.0,-2,5,Chicago,United States,0,0,-1,1,moderate,moderate,1,0,0,0,R_2xDhhXIS0vAYHN0,-0.476611159302607,0.578352780967788,0.487795107673188,0.611528301467001,0.557618845791244,-0.209710363444621,0.239605479931523
R_8tWZcpD1O0KAha1,since it brings ethics together,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,US Born,Bachelor's degree,1.0,Yes,Northwest Side,Montclare,Employed (full-time),1,1,1,1,1,1,1,9.0,1,2,Chicago,United States,2,2,1,1,liberal,liberal,1,0,0,0,R_8tWZcpD1O0KAha1,-0.0071302852335624,0.217193721877928,0.499123995290433,-0.0179282417836717,0.265420818178684,0.0,0.723052849268098
R_V54HNkF91loluNz,I vote more in that favor because it has more benefits at the time of being in residence,district,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,10.0,US Born,Bachelor's degree,2.0,No,West and Near West Side,West Town,Employed (full-time),1,2,1,2,2,2,1,9.0,2,2,Chicago,United States,3,3,3,3,liberal,liberal,1,0,0,0,R_V54HNkF91loluNz,0.64362256389399,0.388505403098444,0.0,-0.616941731729854,0.603124973084851,-0.803230331124514,0.146416532461517
R_3hzuqIdS99JdE5n,BECAUSE SO GOOD PROPOSALS AND ALSO KEEP THE ORDER AND SECURITY IN THE COMMUNITY,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.0,US Born,Bachelor's degree,6.0,No,"Central, Near North, and Near North Side",Near North Side,Employed (full-time),2,1,2,2,1,2,2,9.0,2,2,Chicago,United States,3,2,2,1,conservative,conservative,0,1,0,0,R_3hzuqIdS99JdE5n,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1reqUG6mgWFcaSw,No rent control is an instant pass for me - that's how current residents get priced out of their homes. ,district,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,3.0,US Born,Bachelor's degree,0.0,No,Far North Side,Albany Park,Employed (part-time),-2,-1,0,1,-1,-1,-1,2.0,2,2,Chicago,United States,-1,-2,1,2,liberal,very liberal,1,0,0,0,R_1reqUG6mgWFcaSw,0.85567529798945,0.398906398406853,0.103822376641064,0.372366275349699,-0.0740645393147583,0.0,-0.0185288839226445
R_2S91VwmD6db9koW,against policies that disproportionately affect low income individuals ,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,US Born,Bachelor's degree,0.0,No,North Side,North Center,Employed (full-time),1,-1,-1,1,1,-2,-1,3.0,1,2,Chicago,United States,-1,-1,0,-1,liberal,very liberal,1,0,0,0,R_2S91VwmD6db9koW,0.371981594281794,0.336880111922136,-0.114099006468792,0.217372082120776,0.10839258857436,0.742286670716774,0.0965490661234314
R_1CjAIvKIjdKh53L,The rent control must be controlled to a degree ,other district,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,US Born,Other,3.0,No,Far South Side,Riverdale,Employed (full-time),-1,-1,0,1,-2,0,-1,2.0,0,2,Chicago,United States,0,0,1,1,moderate,moderate,0,1,0,0,R_1CjAIvKIjdKh53L,0.328803878848308,-0.0294875113030792,0.760072650971235,-0.0258805545507855,-0.378229063815784,-0.467715826903604,0.6049213191089
R_2AYmBjmggf9caMa,Prefer climate neutral when possible ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,6.0,US Born,Bachelor's degree,4.0,No,Far North Side,O’Hare,Employed (full-time),-2,-2,-2,2,2,-2,2,10.0,2,5,Chicago,United States,3,3,3,3,moderate,moderate,0,1,0,0,R_2AYmBjmggf9caMa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_TdQVAjxInIwxNuN,"emissions matters more than rent caps. Buildings will be around when I am no longer renting here. lastly I really dislike the idea of non-profit development investors. That just screams mediocrity. if you're going to do it, do it right",other district,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,5.0,Other,Bachelor's degree,2.0,No,North Side,Logan Square,Employed (full-time),-1,2,0,-2,-1,-1,1,7.0,2,2,Chicago,United States,1,1,-1,1,liberal,liberal,0,1,0,0,R_TdQVAjxInIwxNuN,-0.636622813790389,0.188745806475334,0.0862394515074525,0.1676233421666,-0.368637077593786,-0.666450346134841,0.764375744275047
R_W7IpbT8BcA4gCgV,I am against population density increase by 100 percent,district,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,3.0,US Born,Bachelor's degree,2.0,Yes,Northwest Side,Irving Park,Employed (full-time),0,-1,1,-1,-1,1,-1,6.0,1,2,Chicago,United States,0,0,2,3,liberal,liberal,0,1,0,0,R_W7IpbT8BcA4gCgV,0.696406044298535,0.0675045509506723,-0.106950386838932,-0.197359013575257,-0.0896748668887718,-0.375042438764067,0.419681146737158
R_3rS4z7SlPmRKoiD,Because it impacts my way to live,other district,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,Other,Higher technical examination,3.0,Yes,North Side,Logan Square,Employed (full-time),1,1,1,1,0,0,0,8.0,1,2,Chicago,United States,1,0,1,1,moderate,moderate,1,0,0,0,R_3rS4z7SlPmRKoiD,-0.508350335455341,5.06149250254452e-05,0.199326822845677,0.68082685575454,0.0102443052553182,0.0281987361634646,0.174374712784382
R_SHIQ4hucJYcai89,I pick what I believe is best for the neighborhood and my family ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,US Born,Bachelor's degree,6.0,No,Far South Side,Roseland,Employed (full-time),-1,-1,0,1,0,1,0,5.0,0,2,Chicago,United States,0,1,0,0,conservative,conservative,0,1,0,0,R_SHIQ4hucJYcai89,-0.138900959267415,-0.183028922651672,-0.0920407037593915,0.156583944959097,0.148845928239448,-0.239039040254896,0.152946514914123
R_28ANM6TENE7SXAI,"Regardless of whatever proposal I'm in favor or against, the general homeless population should decrease in the entire city and all rentals should be affordable in all neighborhoods.",other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,1.0,US Born,Apprenticeship,2.0,Yes,"Central, Near North, and Near North Side",Near North Side,Not working (retired),-1,-2,1,2,0,0,-1,4.0,1,5,Chicago,United States,1,1,2,0,liberal,liberal,1,0,0,0,R_28ANM6TENE7SXAI,0.3705273030187,-0.256602486820761,-0.209743761545589,0.076903859886972,-0.206495791895848,-0.211804541717113,0.181428428703736
R_2tnHBTTtmgpI8ZS,It had to do with rental caps and votes.,district,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,2.0,US Born,Bachelor's degree,3.0,Yes,"Central, Near North, and Near North Side",Near North Side,Not employed (unemployed),1,2,1,2,1,1,-1,6.0,1,4,Chicago,United States,0,0,1,1,moderate,moderate,1,0,0,0,R_2tnHBTTtmgpI8ZS,0.141654812518099,0.360537564980237,-0.157444015325468,-0.0859401450352095,-0.188344660653922,0.67215748031648,0.0
R_2OVf9o9SoalqEWl,"Really I Would like,  very grateful if I could briefly.",neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,3.0,US Born,Doctoral degree,7.0,Yes,Southwest Side,Chicago Lawn,Employed (full-time),1,2,2,2,2,2,2,10.0,2,4,Chicago,United States,3,3,2,3,conservative,very conservative,0,1,0,0,R_2OVf9o9SoalqEWl,-0.146084562653482,-0.389125721833113,-0.126667429419453,0.40961862745681,-0.430936418632109,-0.473376736833753,-0.110216829051285
R_1lfXkaWqmv1JTMJ,I liked 1 better it was just more quality and affordable.,neighborhood,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,10.0,US Born,Bachelor's degree,6.0,Yes,Far North Side,O’Hare,Employed (full-time),0,0,-1,1,0,0,1,7.0,0,2,Chicago,United States,1,0,0,1,conservative,conservative,0,1,0,0,R_1lfXkaWqmv1JTMJ,0.0785667492803696,0.405919917604685,0.0986216711119257,-0.200057487645871,0.418550724533991,-0.490187369815691,0.358425656455685
R_2dz4Lw45W4V1dCC,There are proposals distinct from others,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,US Born,Master's degree,4.0,No,Southwest Side,Brighton Park,Employed (full-time),0,0,1,0,1,-1,0,4.0,1,2,Chicago,United States,0,0,1,1,moderate,moderate,1,0,0,0,R_2dz4Lw45W4V1dCC,0.0,0.34827016383214,0.652584695004753,-0.43618564524779,0.185146326809828,-0.238218215921828,-0.240998699078906
R_31NOLdr7PPbZnCb,The rent shouldn't be going up everything has a value once it's that's it's that it can't go up only down ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,US Born,Secondary school certificate,6.0,No,South Side,Washington Park,Employed (full-time),-1,-1,1,1,1,-1,-1,5.0,1,4,Chicago,United States,1,1,0,-2,conservative,conservative,0,1,0,0,R_31NOLdr7PPbZnCb,0.0945818905667636,0.0,0.147669999411989,-0.132720059803437,0.0263244770983299,-0.207542607751443,0.161810961942153
R_1jvwhV0BYJS5p0q,I am always in favor of the proposal.,other district,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,4.0,US Born,Master's degree,3.0,Yes,South Side,South Shore,Employed (full-time),2,2,2,2,2,2,2,10.0,2,4,Chicago,United States,0,3,3,3,moderate,moderate,1,0,0,0,R_1jvwhV0BYJS5p0q,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_5hgfAldhLCiVohr,"These proposals are generally damaging and degrading of this neighborhood. Increasing density and imposing the majority of ideas stated would not be remotely beneficial. There are areas in the City of Chicago that are mostly vacant lots that should be considered for ""densification"" before coming into established neighborhoods and doing so in them to the detriment of present residents. The City of Chicago would do far better to focus on decreasing the bad policies that have been imposed for decades. It is already obvious that the City of Chicago is losing population and will continue to do so. In mandating increased density in residential neighborhoods it will only drive people out of the city. It would actually make more sense to reduce density of residential buildings, increase greenspaces, improve policing, reduce taxes and promote the livability that can be gained.",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,8.0,US Born,Doctoral degree,2.0,No,Far Southwest Side,Morgan Park,Not working (disability/illness),-2,-1,0,0,0,0,0,1.0,-2,5,Chicago,United States,-3,-3,3,-3,liberal,liberal,1,0,0,0,R_5hgfAldhLCiVohr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2s1Qp0SWzjnOPyR,I think that over density causes issues,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,US Born,Higher technical examination,3.0,No,Northwest Side,Irving Park,Employed (full-time),1,-2,-1,2,2,2,2,9.0,2,2,Chicago,United States,0,-1,-1,0,moderate,moderate,0,1,0,0,R_2s1Qp0SWzjnOPyR,0.154506410777145,0.114321046496364,0.071445293697086,-0.251497634316027,0.171771969324999,0.130980247511596,0.222650065147726
R_3Hvn8IAYGsHSsUP,"They were all almost good, but in some details I have preferred a proposal over another, but in common, both will get the job done..",district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,10.0,US Born,Master's degree,0.0,No,North Side,North Center,Employed (full-time),-1,0,0,1,-1,-1,0,4.0,1,2,Chicago,United States,0,0,1,1,liberal,very liberal,1,0,0,0,R_3Hvn8IAYGsHSsUP,0.0656033082727587,0.381565507204213,0.776309208265934,0.141406173813448,-0.008493203104304,0.0,0.555987858926678
R_22wYqHr1vxtf5IM,I would expect the best for the community,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,9.0,US Born,Apprenticeship,3.0,Do not know,Far South Side,South Deering,Not working (disability/illness),1,0,1,0,0,1,0,8.0,2,4,Chicago,United States,1,0,1,2,moderate,moderate,0,1,0,0,R_22wYqHr1vxtf5IM,-0.56633205590853,0.0579086054439747,0.445754629138711,-0.0566803175666491,-0.177687406263702,-0.504028026851064,-0.419580316899669
R_OxwQfw8XOBJiH0B,I prefer some kind of control to feel more safe,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,US Born,Master's degree,6.0,No,Far South Side,South Chicago,Employed (full-time),-1,-1,0,1,1,0,0,6.0,1,2,Chicago,United States,0,1,2,2,conservative,conservative,1,0,0,0,R_OxwQfw8XOBJiH0B,0.0736259628304508,0.103401519129395,0.389551553458757,-0.0353890777587746,-0.328009598423216,0.392298089619764,-0.386819338528561
R_51qbHcYhcxiHDMd,"Prefer mixture of residential and commercial development, some affordable housing included",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.0,US Born,Higher education entrance qualification,2.0,No,South Side,Bridgeport,Employed (part-time),1,-2,0,1,1,-2,0,6.0,1,5,Chicago,United States,1,1,0,0,liberal,liberal,0,1,0,0,R_51qbHcYhcxiHDMd,0.506998523260443,0.231490868279239,0.340685142970101,0.237361762111096,-0.106716403151022,0.99009900990099,0.132632953717642
R_1pLqU11BQVeSUeJ,I think that this is a great idea ,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,US Born,Higher technical examination,1.0,No,Southwest Side,Englewood,Employed (full-time),0,0,0,0,1,1,1,2.0,0,2,Chicago,United States,-1,-1,-2,-1,liberal,liberal,1,0,0,0,R_1pLqU11BQVeSUeJ,-0.176098171716987,-0.773357103055478,-0.423244857272971,0.237214521465762,-0.701988414283267,-0.084760427193661,-0.339590480555502
R_2OU9DxY0VFKiHaT,because I felt like it was right at the time.,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,US Born,Higher education entrance qualification,7.0,No,Northwest Side,Belmont Cragin,Employed (full-time),2,2,1,1,1,2,2,10.0,1,2,Chicago,United States,3,2,2,2,conservative,very conservative,0,1,0,0,R_2OU9DxY0VFKiHaT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_08Tcxpw7BgboGNX,I think the proposal is good,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,1.0,US Born,Bachelor's degree,6.0,Yes,Southwest Side,Archer Heights,Employed (full-time),1,2,2,0,1,1,0,4.0,1,2,Chicago,United States,-1,-1,1,2,conservative,conservative,1,0,0,0,R_08Tcxpw7BgboGNX,-0.254051615456281,0.316764144384092,-0.369806423450115,-0.297522872208764,0.26234566251415,-0.350961173892491,0.0907338641456753
R_2w463zWx7CiJTA4,"I just chose the better option for me.  Some I didn't agree with.  However, which side I agreed with the most, is the side that I chose.",other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,2.0,US Born,Higher education entrance qualification,1.0,No,Northwest Side,Irving Park,Not working (retired),-2,-1,-1,1,1,-1,-1,4.0,0,5,Chicago,United States,0,0,1,1,liberal,liberal,1,0,0,0,R_2w463zWx7CiJTA4,0.445253606926984,0.257981424426399,-0.701903712611222,-0.193723962261496,-0.115968377221761,-0.152170122479988,-0.166937196030556
R_b3OfsUlYlt5k7sZ,rent cap versus not,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,10.0,US Born,Bachelor's degree,5.0,No,Northwest Side,Irving Park,Employed (full-time),-1,0,0,0,0,0,0,8.0,1,2,Chicago,United States,0,1,0,1,conservative,conservative,1,0,0,0,R_b3OfsUlYlt5k7sZ,0.13496411489783,0.786911636354359,0.0,-0.726114745739322,-0.487238435533018,0.868801545689142,-0.0264098422803138
R_1F9td3RyrXRIlS7,I believe that there should be a 20% cap on the low income affordable housing developments that will be built and I do believe that they should be mixed use meaning small businesses could be on the bottom and apartments on top I am I do think that the residents current residence and taxpayers of the area should get input I am in the city should listen to their input because they are there and they are current residence and taxpayers,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,6.0,US Born,Bachelor's degree,6.0,No,Northwest Side,Irving Park,Employed (part-time),-1,-1,2,1,1,-1,1,8.0,2,4,Chicago,United States,2,0,-2,1,conservative,conservative,1,0,0,0,R_1F9td3RyrXRIlS7,0.0,0.2684452608305,-0.581099310920713,-0.0698594482420613,-0.379275582846511,0.781803474849297,0.620948832722402
R_245ArSN2YELorea,Easier for the people,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,US Born,Secondary school certificate,5.0,No,"Central, Near North, and Near North Side",Near North Side,Employed (full-time),1,1,1,1,1,-1,-1,7.0,0,2,Chicago,United States,1,1,1,1,conservative,conservative,0,1,0,0,R_245ArSN2YELorea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2zHKNzeumnHj1Ay,"Too much gentrification is unfair, and many of these projects would seem to be a disadvantage to those that are originally from the area",district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,5.0,US Born,Master's degree,1.0,No,West and Near West Side,Lower West Side,Employed (full-time),-1,1,0,1,0,-1,-1,4.0,1,2,Chicago,United States,0,0,3,-3,liberal,liberal,1,0,0,0,R_2zHKNzeumnHj1Ay,-0.252395291975587,-0.0398915209374157,-0.265324911195832,0.113697450833619,0.322744897810972,0.0925433519438784,0.516359034855812
R_2Bn73uPry1Lta3D,I am viewing these proposals through the lens of my own level of comfort in the living conditions they would generate,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.0,US Born,Bachelor's degree,2.0,No,West and Near West Side,West Garfield Park,Employed (full-time),-1,-1,0,0,1,0,0,5.0,2,4,Chicago,United States,-1,-1,1,1,liberal,liberal,1,0,0,0,R_2Bn73uPry1Lta3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2zBDiVuN29M8ZCg,The criteria I picked to be in favor of certain proposals was what the buildings would be used for,other district,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,62.0,2.0,US Born,Secondary school certificate,1.0,Do not know,Far North Side,West Ridge,Employed (part-time),0,1,0,-1,-1,0,-1,6.0,1,5,Chicago,United States,0,2,0,1,liberal,liberal,1,0,0,0,R_2zBDiVuN29M8ZCg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_6stg7woTWmVjjJ7,Double population size I am firmly against ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,7.0,US Born,Bachelor's degree,2.0,No,West and Near West Side,West Town,Employed (full-time),-1,-2,1,1,1,0,-1,3.0,0,2,Chicago,United States,0,0,-1,2,liberal,liberal,0,1,0,0,R_6stg7woTWmVjjJ7,-0.464723732432323,0.0,0.136843507667083,-0.0571780470427899,-0.0674616004543252,0.0619139975537732,-0.206440872488938
R_2D5q82aR4RLgJTU,"type of investor, population increase and use of building",district,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,US Born,Higher education entrance qualification,3.0,Yes,Far North Side,Rogers Park,Employed (full-time),-1,-2,0,1,-1,1,-1,3.0,0,4,Chicago,United States,0,-2,-1,-2,moderate,moderate,1,0,0,0,R_2D5q82aR4RLgJTU,0.185222199500062,-0.519915624685826,0.123709352272484,0.180646227189128,-0.213870559697815,0.104103793503145,0.171608436844284
R_VQlICQBlcEXum3v,Details written out clearly ,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,4.0,US Born,Bachelor's degree,3.0,Do not know,Far North Side,O’Hare,Not working (retired),-2,-1,1,1,0,-1,1,8.0,1,5,Chicago,United States,0,0,0,-1,moderate,moderate,1,0,0,0,R_VQlICQBlcEXum3v,-0.0930641231234077,-0.585533468247629,0.0969313906958981,0.599881315578656,-0.170709832297996,0.117489622879044,0.143586423113985
R_3JkH7zdg8uT0DIT,I'm against these proposals - it would be fine if people move here naturally but please don't overcrowd this area,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,6.0,US Born,Master's degree,3.0,No,"Central, Near North, and Near North Side",Near North Side,Employed (full-time),-2,-2,0,0,1,-1,-2,3.0,0,4,Chicago,United States,0,-2,0,1,moderate,moderate,1,0,0,0,R_3JkH7zdg8uT0DIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3HjdiCHjzpTIjUm,It mattered to me ,other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,6.0,US Born,Bachelor's degree,2.0,No,South Side,Hyde Park,Employed (full-time),-2,-2,-2,-2,-1,-1,1,7.0,0,2,Chicago,United States,0,0,-1,-2,liberal,liberal,0,1,0,0,R_3HjdiCHjzpTIjUm,-0.248439449252241,-0.120648102314345,0.132183612638791,-0.124860770819669,0.0972174991229116,0.133502976148869,-0.131784812013524
R_phk2b1jGpuBiH29,All of the proposals were subject to too many unknowns and didn't allow for the neighborhood to flourish.,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.0,US Born,Higher education entrance qualification,4.0,No,South Side,Bridgeport,Employed (full-time),1,0,1,1,0,-1,1,5.0,1,4,Chicago,United States,0,-1,1,-1,moderate,moderate,0,1,0,0,R_phk2b1jGpuBiH29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3ETstv8R84wnCuE,"Willing to support a small increase is density, but rejected one with 50 or 100 % increase ",neighborhood,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,5.0,US Born,Bachelor's degree,2.0,Do not know,North Side,Lakeview,Employed (full-time),1,0,0,1,1,-1,-1,7.0,2,4,Chicago,United States,0,0,1,-1,liberal,liberal,1,0,0,0,R_3ETstv8R84wnCuE,0.22448187593415,0.310591484178496,-0.409918941194244,0.396393826534452,-0.455592904017811,0.337243453918164,0.0009962638612247
R_3IZiqxAHEN5nXYy,Rent control and climate neutral,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,9.0,US Born,Doctoral degree,1.0,No,West and Near West Side,Near West Side,Employed (full-time),-2,-2,2,2,2,-2,1,9.0,2,5,Chicago,United States,2,1,1,1,liberal,liberal,1,0,0,0,R_3IZiqxAHEN5nXYy,0.197791389405821,-0.203360181852726,0.0,-0.474056366304015,-0.0400910802151562,0.223153080638748,-0.185775165107096
R_3iyQLJ0vsb3fRJc,Because that's what I feel the best decision is,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,US Born,Secondary school certificate,3.0,Do not know,Far North Side,O’Hare,Employed (full-time),0,0,1,0,0,0,0,5.0,0,4,Chicago,United States,0,0,0,0,moderate,moderate,0,1,0,0,R_3iyQLJ0vsb3fRJc,-0.527353769498594,0.428646206482293,0.0,0.150198758796875,0.147032611762698,-0.388919263089327,0.249360527543875
R_2f0z6TwPgidTUqa,Id have to hear more details to make an informed decision ,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,US Born,Bachelor's degree,1.0,No,Far Southwest Side,Mount Greenwood,Employed (part-time),-1,-1,-1,1,1,1,1,8.0,2,5,Chicago,United States,0,0,2,1,liberal,liberal,1,0,0,0,R_2f0z6TwPgidTUqa,0.0182307893098469,-0.44969311476867,0.623964399753753,-0.004499177123457,0.420156095450158,0.0477305517269873,0.20086969849049
