,ResponseId,Q12.6,Q12.6_corrected,city
2783,R_ewIkXxhmXCebjrj,Making London unliveable for lifelong residents ,Making London unliveable for lifelong residents ,London
2784,R_33eY32LODhVhpg9,,,London
2785,R_1mViGb1InwWGYRe,Because they are not affordable for me,Because they are not affordable for me,London
2786,R_2ffwLIgGPjCDXTe,"Overcrowding of areas leads to more pressure on facilities eg schools, and general rise in crime. ","Overcrowding of areas leads to more pressure on facilities eg schools, and general rise in crime. ",London
2787,R_1FbVgro1i7gz7XZ,because it's nicer,because it's nicer,London
2788,R_3nBJzj1VlWnGEoU,,,London
2789,R_WvsNVIp62LEAdpL,i don't know,I don't know,London
2790,R_TocQNdeRBiqW58t,,,London
2791,R_1C8T7hH8V6OyRIY,,,London
2792,R_1rrj7NZGEXgwz5U,,,London
2793,R_2s4PfKXaA6R4yVD,Im all for helping my community ,Im all for helping my community ,London
2794,R_1DqxQRLHzPDDRTa,i just didnt agree with them,I just didnt agree with them,London
2795,R_Wik4KKJKN5w02nT,"No rent cap , different usage ( not just apartments)","No rent cap , different usage (not just apartments)",London
2796,R_2bUGOTGLGHeCLKf,,,London
2797,R_TedSxkz5gzeRyaB,,,London
2798,R_3iwcU8CWHtio5Ak,,,London
2799,R_2BxumOKWZMxtvMT,No❤️,No,London
2800,R_21vxRrVEti0CF8d,,,London
2801,R_3haW8agXciy1Uin,,,London
2802,R_3puakudS56QIPdU,I don't know,I don't know,London
2803,R_3kiUiZZplqBwjHB,Looked pleasing ,Looked pleasing ,London
2804,R_3s0vhOZ6tS1dZdu,Has a maximum rent control as people would be prepared ,Has a maximum rent control as people would be prepared ,London
2805,R_10oyC9VGAHmCMYv,Fit in with my concerns ,Fit in with my concerns ,London
2806,R_10T8g6ylsR1Kk1W,Just preferences ,Just preferences ,London
2807,R_2YhmSNTfC0hl0o7,Against ,Against ,London
2808,R_1mBZZKF8rC4CoLH,I believe some proposals are unfair as they are increasing the rent in places people cannot afford ,I believe some proposals are unfair as they are increasing the rent in places people cannot afford ,London
2809,R_3jTpAKG6xGhg5HN,Just cuz init so yeh gime meh moneh,Just because so yea gime my money,London
2810,R_2PmRDNyFU7WMktW,,,London
2811,R_3hnhKHsH67jkIqn,I am Environmental friendly,I am environmental friendly,London
2812,R_79GBnLSipxFykal,Because people are more important then money.,Because people are more important then money.,London
2813,R_CaAapyjhpgwLPTb,Some of the proposals didn't take climate changes into consideration ,Some of the proposals didn't take climate changes into consideration ,London
2814,R_2wAhnUShG4UidEl,Because it's better ,Because it's better ,London
2815,R_2wz9j1onb4zgCvV,Majority of the buildings in London needs renovating ,Majority of the buildings in London needs renovating ,London
2816,R_3j0ezozWzBCsjkF,not sure ,not sure ,London
2817,R_2bT7gTe03BBsa03,Ok,Ok,London
2818,R_331IJ9ymsFbm8QQ,Just have ,Just have ,London
2819,R_333jRPeBmme0aB1,Because I'm not interested about,Because I'm not interested about,London
2820,R_25RSZrkdqzWRrQD,in general I think a decline in housing and personal opinions about the safety in the neighbourhood is important ,in general I think a decline in housing and personal opinions about the safety in the neighbourhood is important ,London
2821,R_O8vyvxJwjmFeYTf,Because I do ,Because I do ,London
2822,R_D922m2ZZhuJL5Jv,don't want to be wasting money ,don't want to be wasting money ,London
2823,R_1rohSuvUCZ2rCvm,yes,yes,London
2824,R_1IvpfaPRKPx3DQF,No thank ,No thank ,London
2825,R_3sb2gvQHvkeMTFY,,,London
2826,R_2CP4SJRMVUWCurG,,,London
2827,R_2P7pHd9Fr7QvrOV,I don't know ,I don't know ,London
2828,R_2wnyBwYoSfOWCaG,.,,London
2829,R_26kFt9qaGnAShu3,idk,idk,London
2830,R_1ie1fwZH9Sfqd1g,Climate neutral and lowest population additions top of the list.,Climate neutral and lowest population additions top of the list.,London
2831,R_1eRHTJ8orH6HHyp,Favor,Favor,London
2832,R_3iPGj5fYkV4fraH,I liked them more,I liked them more,London
2833,R_3sBnZqhVQnUjodx,It was the better option for a majority of people ,It was the better option for a majority of people ,London
2834,R_3nkPyaIjVxRq9nn,,,London
2835,R_2dsy9cp3Jb9CUCN,Fajr,Fajr,London
2836,R_3nPnI69Tfcd0IQS,the options I picked feel right and better for the environment ,the options I picked feel right and better for the environment ,London
2837,R_3gcdn5Rjky4oaLD,Thank you ,Thank you ,London
2838,R_WB5eSRE0G0jMaBz,,,London
2839,R_Ry8Rtf9xsKwkWe5,,,London
2840,R_0D4We5XDNl1dERP,,,London
2841,R_1HiVUCfH7SYFYHU,less increase,less increase,London
2842,R_1OB9u7PgKDw9w8c,because it had good offers and somethings I prefer,because it had good offers and somethings I prefer,London
2843,R_1dhv5v9CT8AmbyR,Most of them had no rules and I like the percentage decrease on the rent side.,Most of them had no rules and I like the percentage decrease on the rent side.,London
2844,R_2BkBeDONtgHH0jG,I favoured the fort proposal due to the good goals that were included and certain percentages of things made sense. I approved the climate goals in the second proposal because it eco friendly and very safe.,I favoured the first proposal due to the good goals that were included and certain percentages of things made sense. I approved the climate goals in the second proposal because it eco-friendly and very safe.,London
2845,R_ZKsVjMBmIBhqYg1,,,London
2846,R_1IbLZT1f4iPhY0c,,,London
2847,R_2655bhIerPRL1gI,,,London
2848,R_2azAnRPLVAPeTB2,Yes,Yes,London
2849,R_cAqyLTUXvMa5gTD,better for me understandable and affordable,better for me understandable and affordable,London
2850,R_3VJvMAQFapEezJf,,,London
2851,R_1N8ISvLibegXvly,,,London
2852,R_1jcRFPPTdC2Wy24,Just better deals,Just better deals,London
2853,R_1gOsGerzDIGsiaI,as they will affect the community in good or bad ways,as they will affect the community in good or bad ways,London
2854,R_3emg81uMUyvVqIT,Due to the increases and residents involvement ,Due to the increases and residents involvement ,London
2855,R_21c9LoSGTzxaw5D,,,London
2856,R_3njvQhOZsHJoEsa,Because of increase of people,Because of increase of people,London
2857,R_3lKOk2bzoJ9fy1e,I'm not concerned to them,I'm not concerned to them,London
2858,R_1l60m9bZM3sWE57,Some of the sounded like really good ideas and fair choices but some didn't ,Some of them sounded like really good ideas and fair choices but some didn't ,London
2859,R_2wo5JerD1BIAKNz,because taxes!,because taxes!,London
2860,R_1Ca0tIpbNdqmlIa,No,No,London
2861,R_2YM4dqWw3ueL9MA,I prefer less increase in rent in areas of where I would live ,I prefer less increase in rent in areas of where I would live ,London
2862,R_2an0RHNA247oHwj,No,No,London
2863,R_6htoriaJtHd4o49,Its better,Its better,London
2864,R_1Os2yaFDjz6Du7u,,,London
2865,R_263DZbY5IZgDHLd,I would like to see people treated fairly and equitably regardless of their wealth and resources ,I would like to see people treated fairly and equitably regardless of their wealth and resources ,London
2866,R_3sh6yEO7u9jiouQ,"Had a cheaper, better and more positive outcome than the other option","Had a cheaper, better and more positive outcome than the other option",London
2867,R_7ZDOdXTN8ZMabrH,?,?,London
2868,R_UXAOW47rge4EWnT,It's all good.,It's all good.,London
2869,R_3qKldzZR1Ns1EcS,Is nice to increase the neighbourhood ,Is nice to increase the neighbourhood ,London
2870,R_1mEJpQpSYFnVC9a,is informative,is informative,London
2871,R_25YqkB9XBs06cL0,Prop 1,Prop 1,London
2872,R_24bXWlVD1WucT80,I would always vote for rent price cap ,I would always vote for rent price cap ,London
2873,R_3gOBQUmmbG2U044,,,London
2874,R_2wuw8Kbz5LeDOK5,.,.,London
2875,R_2fkPUDDaCqsGAqL,proposal 1 is more unique than proppsal 2,proposal 1 is more unique than proposal 2,London
2876,R_1ob94w3T8U8ORxT,Less populated,Less populated,London
2877,R_2rZUqiE9Fp4Stty,Better style,Better style,London
2878,R_1n1n8drqBCCIFOF,,,London
2879,R_befiS148eYlBoop,Less increase in population and the need for consultation with public,Less increase in population and the need for consultation with public,London
2880,R_117Qed6ycEr4BQo,,,London
2881,R_1M8Pv1l7JxTfmqR,I need to know there are caps on rent increases. ,I need to know there are caps on rent increases. ,London
2882,R_09zpuohMC20pUFH,Not really sure ,Not really sure ,London
2883,R_3iyzmmpWJFRk8ok,,,London
2884,R_3oT2d0eJhYN70aL,Nice I might did ig,,London
2885,R_3Qm4Jud1lFFQ4V3,None ,None ,London
2886,R_27fLFnIaNN8OoK6,,,London
2887,R_9uANTE6VLj7RGxz,Why not,Why not,London
2888,R_2UXdJzkPsFzgok0,Gogu,,London
2889,R_dj3CmmU5fjtu8U1,Yes,Yes,London
2890,R_1puKH5NaLELs7io,more helpful,more helpful,London
2891,R_vHouduCbc5dVOw1,Is' better for peoplle,Is better for people,London
2892,R_3QVm7Y3SRaj3yJR,Rent control is a good idea,Rent control is a good idea,London
2893,R_1K3kIuYHztwsDwj,,,London
2894,R_A4ekqlIZul9brih,I care about climate ,I care about climate ,London
2895,R_DveSmFdIrr4Pf8Z,"Rent control, density, climate change","Rent control, density, climate change",London
2896,R_25HJLwpXcLgiSDv,I decided with the proposals because I feel it would make the community a better place,I decided with the proposals because I feel it would make the community a better place,London
2897,R_883cp2MODlhmeA1,Lthe and I have been working on vasco,,London
2898,R_3m37AoGv0ckQ5E5,Good for the areal ,Good for the area,London
2899,R_31ZD0teD5xOsMJR,Rt,,London
2900,R_1LpwlnRkAvJ3Ub7,Some didn't consider the opinions of the residents ,Some didn't consider the opinions of the residents ,London
2901,R_1QGyXIfdqm05AoP,Because they were more simple and better,Because they were more simple and better,London
2902,R_yK2tX2UoOTFDdy9,I dont,I dont,London
2903,R_zbRhMIVeU0PEPvP,Becuse it is what I and my new our hood want,Because it is what I and my new hood want,London
2904,R_2yqMMk8oa5Zg4Hh,,,London
2905,R_1nT521nxPGvRk2a,,,London
2906,R_3HUJnTR2AxJlZ1C,I just prefer that idea ,I just prefer that idea ,London
2907,R_2VQIZEcA7ZXMl7z,"Yes is certainly that ,they are good",Yes is certainly that they are good,London
2908,R_0lAx4FwT5LI0e2t,increase in rent,increase in rent,London
2909,R_3j34oo0ynK4H1F2,I am.in favor of less density apartment hence selected it,I am in favor of less density apartment hence selected it,London
2910,R_2PCiQp8TKMbUaT7,because I feel strongly about them ,because I feel strongly about them ,London
2911,R_1162YlvB14EsAd4,Affordable housing and tax is the most important,Affordable housing and tax is the most important,London
2912,R_tMah74opaijXFvP,most of it was due to the overall balance regarding the future continuance and view upon the area and how each project effects it and how. taking into account all people and views and what would work best for the future,most of it was due to the overall balance regarding the future continuance and view upon the area and how each project effects it and how. taking into account all people and views and what would work best for the future,London
2913,R_p5AoJM1E2Wbyhyh,"For profit, combined with increased density leads to poorer standards","For profit, combined with increased density leads to poorer standards",London
2914,R_1r7AyMgvbIr2CKr,"we need more afordable housing in london, council and affordable private housing ","we need more afordable housing in london, council and affordable private housing ",London
2915,R_31HNA6BiqbimbWc,Because it was very formal and understand able,Because it was very formal and understandable,London
2916,R_2EipTr87fXC2ZZA,,,London
2917,R_337I7PJRd7wrkuD,"It isn't up to me, and the area is already residential ","It isn't up to me, and the area is already residential ",London
2918,R_2rCrSx4LLEXi3kZ,,,London
2919,R_vGOTsbWmmVGaJ0d,lol,lol,London
2920,R_ukuVtwEXFpxAh6F,Bet one to deal with increase population,Bet one to deal with increase population,London
2921,R_CfSOqZ953Nipo2t,They sounded convincing ,They sounded convincing ,London
2922,R_5bXt5nB3igLGWkh,Should have rental caps get ibvestors in to make area better more affordae housing,Should have rental caps get investors in to make area better more affordable housing,London
2923,R_1lnpwU0G06g1U26,Cheaper ,Cheaper ,London
2924,R_24iwFVljiBJonxX,Social housing density.  Not for profit investor.  Rent control.,Social housing density.  Not for profit investor.  Rent control.,London
2925,R_1fddF2DChuYGrc4,,,London
2926,R_1KdsXNWdcB8qnNH,i think more than 20% increase in population is too much. I agree with rent caps ,I think more than 20% increase in population is too much. I agree with rent caps ,London
2927,R_2Sibfk6xbzLnpMQ,Density is important,Density is important,London
2928,R_3MPPQ56avsH8uA4,integration plan,integration plan,London
2929,R_vrwPGjptWLPIDst,Falcon would say that the falcon would use a u,,London
2930,R_3FLNWEW4uspkuLa,Because some of them I feel like it doesn't suit me ,Because some of them I feel like it doesn't suit me ,London
2931,R_1qgGCWkvgL4z3bR,Its cool and affordable ,Its cool and affordable ,London
2932,R_2YsjPtNJq3dIjtM,No comment ,No comment ,London
2933,R_1KvacUVoqMS729M,"I believe that it's important to keep the local flavor alive and have affordable housing and the opportunity for small businesses to be developed in the area, against the corporate greed which will only make profit for heartless concrete projects completely forgetting about the neighborhood","I believe that it's important to keep the local flavor alive and have affordable housing and the opportunity for small businesses to be developed in the area, against the corporate greed which will only make profit for heartless concrete projects completely forgetting about the neighborhood",London
